中文(zh),韩文(ko),英文(en),出现次数,示例代码组,关联代码组数
三角区裂纹,,The first iron oxide skin press,1,APPR_DEF_CD,1
上下表扒皮,,,1,CC_CB_REPAIR_TY,1
上传,,Drive Side Top,1,CCK_TY,1
上操,,Working Side Top,1,CCK_TY,1
上料系统,,,2,SCH_PLAN_PROJ_CD,1
上机,"투입,Input",,1,ROLL_PROG_CD,1
上海市,,,2,CITY_CD,2
上线剪切,기계전단,,1,APPR_FIN_MTH_CD,1
上表扒皮,,,1,CC_CB_REPAIR_TY,1
下 >，上 ≤,,,1,ON_OFF_RANGE,1
下 ≥，上 ≤,,,1,ON_OFF_RANGE,1
下 ≥，上＜,,,1,ON_OFF_RANGE,1
下 ＞，上＜,,,1,ON_OFF_RANGE,1
下传,,Drive Side Bottom,1,CCK_TY,1
下发,,,1,DATA_STATE,1
下操,,Working Side Bottom,1,CCK_TY,1
下机,"추출,Extract",,1,ROLL_PROG_CD,1
不2次精炼,2차정련없음,,1,SECOND_ROUTE_CD,1
不低于10min,,,1,SECOND_AR_TIME_TY,1
不低于12min,,,1,SECOND_AR_TIME_TY,1
不低于15min,,,1,SECOND_AR_TIME_TY,1
不低于20min,,,1,SECOND_AR_TIME_TY,1
不低于8min,,,1,SECOND_AR_TIME_TY,1
不作要求,,,5,CC_LADLE_STR_TY,5
不使用,,,3,CAL1_SPM_USE_TY,3
不保留,,,1,SPR_HOLD_YN,1
不允许,,,2,CAST_DIFF_STL_MIX_TY,2
不允许头+1/尾-1铸坯,,,1,CC_CB_RESTR_CD,1
不允许头+1/尾-1铸坯、不允许接头前后铸坯,,,1,CC_CB_RESTR_CD,1
不允许头坯/尾坯,,,1,CC_CB_RESTR_CD,1
不允许头坯/尾坯、不允许接头前后铸坯,,,1,CC_CB_RESTR_CD,1
不允许接头前后铸坯,,,1,CC_CB_RESTR_CD,1
不出具质保书,,,1,MTC_YN,1
不分粗细,,,1,NON_METAL_KIND_CD,1
不切割,절단미실시,,1,CUT_MTH_CD,1
不可用,,Disused car,1,CAR_STS,1
不合,,,1,HEAT_JUDG,1
不合格,,,5,APPRD_GRD,5
不合格,,Surface quality is not qualified,1,QUALITY_FLAG,1
不合格,불합격,,1,PROD_TOT_JDG_GRD,1
不合格品,,,1,SURF_GRD_CR,1
不合订单,,FAIL,1,UST_GRD,1
不同根钢坯截取,,,1,TSL_SMP_LTH_LOC,1
不同根钢坯截取,1/4폭부위에서 채취,,1,TSL_SMP_WTH_LOC,1
不同根（盘）钢筋截取,,,1,TSL_SMP_LTH_LOC,1
不同根（盘）钢筋截取,중앙부 1/2폭 부위에서 채취,,1,TSL_SMP_WTH_LOC,1
不后处理,후처리미실시,,1,PSTREAT_GRP_CD,1
不喷,,,1,PLT_HM_MARK_MOD,1
不圆度偏差,,,1,QLT_SZSHP_TOL_CD,1
不处理,,,1,PSTREAT_CD,1
不大于100mm,,,1,TD_SLAG_THK_TY,1
不大于150mm,,,1,TD_SLAG_THK_TY,1
不大于80mm,,,1,TD_SLAG_THK_TY,1
不平度,,waviness,2,APPR_DEF_CD,1
不平度,WAVINESS 평탄도 (평면과 코일파와의 차이),,1,QLT_SZSHP_TOL_CD,1
不指定,,,4,FISH_TAIL_CD,4
不探伤,,,1,FLAW_DT_CD,1
不提供,,,1,PHOTO_PROVIDE,1
不淬火,,,1,PLT_CR_CD_1,1
不溶物,,,1,CHEM_CD,1
不热处理,열처리미실시,,1,PLT_HEATING_CD,1
不良部位 Cutting,,,1,QLT_TRK_ABNR_ACTION_CD,1
不通,,,1,BOTTOM_STAT,1
不通过,,,1,INQ_REVIEW_RSLT_FL_TOT,1
不重卷,냉연정정미지정,,1,CRL_FINISH_FL,1
不除磷,,,1,DESCMODE,1
不需要质保书,,NO,1,MTC_MSU_CD,1
不需要质量设计,,No Need to Quality Design,1,QLT_DSN_STS,1
不高于100pa,,,1,RH_VACUM_REQ_TY,1
不高于150pa,,,1,RH_VACUM_REQ_TY,1
不高于200pa,,,1,RH_VACUM_REQ_TY,1
专用钢,,,1,PLAN_MECH,1
丙,,,1,GROUP_CD,1
丙班,,,5,CLASS_LOV,5
丙组,,,1,SHIFT_GRP,1
东北,,,2,REGION_CD,2
东库,,,1,SLAB_YARD_CD_SWR,1
东库1,,,1,SLAB_STACK_CD_SWR,1
东库10,,,1,SLAB_STACK_CD_SWR,1
东库2,,,1,SLAB_STACK_CD_SWR,1
东库3,,,1,SLAB_STACK_CD_SWR,1
东库4,,,1,SLAB_STACK_CD_SWR,1
东库5,,,1,SLAB_STACK_CD_SWR,1
东库6,,,1,SLAB_STACK_CD_SWR,1
东库7,,,1,SLAB_STACK_CD_SWR,1
东库8,,,1,SLAB_STACK_CD_SWR,1
东库9,,,1,SLAB_STACK_CD_SWR,1
东枪,,,1,OXY_LANCE_NO,1
两切,,,1,MACHINE_TY,1
严格(热轧),,,1,PACK_MTH_CD,1
个,,,1,UOM_CD,1
中包A,,,1,LADEL_NO,1
中包B,,,1,LADEL_NO,1
中压蒸汽,,,1,ITEM_SPEC,1
中厚板,,,1,PROC_GRP,1
中厚板,냉연-산세,,1,APPR_DEF_CD2,1
"中厚板,工程机械",,,1,ORD_USAGE,1
"中厚板,建筑",,,1,ORD_USAGE,1
"中厚板,桥梁",,,1,ORD_USAGE,1
"中厚板,造船",,,1,ORD_USAGE,1
"中厚板,齿轮",,,1,ORD_USAGE,1
中厚板产品研究所,,,1,DEPT_CD,1
中厚板切割渣,중후판절단찌꺼기,,1,ITEM_SPEC,1
中国标准,중국표준,,1,NATL_SPEC_ORG_CD,1
中块,,Minerals.Dolomite,1,ITEM_SPEC,1
中块,,Minerals.Limestone,1,ITEM_SPEC,1
中库,,,1,SLAB_YARD_CD_SWR,1
中库1,,,1,SLAB_STACK_CD_SWR,1
中库10,,,1,SLAB_STACK_CD_SWR,1
中库2,,,1,SLAB_STACK_CD_SWR,1
中库3,,,1,SLAB_STACK_CD_SWR,1
中库4,,,1,SLAB_STACK_CD_SWR,1
中库5,,,1,SLAB_STACK_CD_SWR,1
中库6,,,1,SLAB_STACK_CD_SWR,1
中库7,,,1,SLAB_STACK_CD_SWR,1
中库8,,,1,SLAB_STACK_CD_SWR,1
中库9,,,1,SLAB_STACK_CD_SWR,1
中心,,Center,1,ENTRY_DELV_TY,1
中心偏析,,,1,MACRO_TEST,1
中心偏析,,Center segregation,1,APPR_DEF_CD,1
中心偏析1.5以内,,,1,SLAB_INQLT_REQ_TY,1
中心偏析C2.0以内,,,1,SLAB_INQLT_REQ_TY,1
中心偏析C2.5 中心疏松0.5以内,,,1,SLAB_INQLT_REQ_TY,1
中心疏松,,,1,MACRO_TEST,1
中心疏松,,central porosity,1,APPR_DEF_CD,1
中心线裂纹,,Center line Crack,1,APPR_DEF_CD,1
中心裂纹,,Uneven oil,1,APPR_DEF_CD,1
中性盐雾测试,,,1,QLT_PHYTST_CD,1
中性试验,,,1,CHEM_CD,1
中水,,,1,ITEM_SPEC,1
中涂油（普板）,,,1,OIL_LEVEL,1
中涂油（锌板）,,,1,OIL_LEVEL,1
中碳钢保护渣,,,1,MOLD_POWDER_TY,1
中碳钢振动曲线,,,1,MOLD_OSCIL_TY,1
中碳铬铁FeCr55C1.0,,,1,ITEM_SPEC,1
中碳铬铁FeCr55C2.0,,,1,ITEM_SPEC,1
中碳锰铁FeMn78C2.0,,,1,ITEM_SPEC,1
中类,,,1,USING_LEVEL,1
中转跨作业区域,환성동작업구역,,1,PLT_WORK_ZONE_CD,1
中部,,,1,MECH_SMP_LTH_LOC,1
中间产品产出,,,1,SCR_INDICATOR_CATEGORY,1
中间凸厚,,Middle convex,1,APPR_DEF_CD,1
中间包,,,1,USABLE_PROC_CD,1
中间包副样,용강래들 예비용 샘플(2차),,10,CHEM_LVL3_CD,1
中间包本样,용강래들 샘플(1차),,10,CHEM_LVL3_CD,1
中间库,,,1,STORE_CD,1
中间浪,,,1,APPR_DEF_CD,1
中间浪,,Central waves,1,APPR_DEF_CD,1
中间浪浪形（中波）,중곡H (중간파),,1,QLT_SZSHP_TOL_CD,1
中间纵裂,,Center  Vertical Crack,1,APPR_DEF_CD,1
中鸿,,,1,SCH_PLAN_UNIT_CD,1
中鸿冶金原料,,,1,SPE_WAREHOUSE,1
临界应力Ec,,,1,SSCC_STRESS_TY,1
临界应力Sc,,,1,SSCC_STRESS_TY,1
主产品产出,,,1,MATERIAL_TYPE,1
主产物,,,1,USE_FL,1
主数据,,,1,BIZ_CHAIN_CD,1
主料投入,,,1,SCR_INDICATOR_CATEGORY,1
主轧线,,,1,SCH_PLAN_PROJ_CD,1
乌球,,,1,MATERIAL_CD,1
乙,,,1,GROUP_CD,1
乙班,,,5,CLASS_LOV,5
乙组,,,1,SHIFT_GRP,1
乱卷,,,1,SQM_RETAIN_REASON,1
乳化液斑,,Emulsion plaque,1,APPR_DEF_CD,1
二分之一,,,1,HARD_SMP_LOC,1
二号堆取料机,,,1,OPERATE_MACHINE,1
二号库,,,1,SLAB_YARD_CD,1
二次加工脆性试验,,,1,QLT_PHYTST_CD,1
二级除盐水,,,1,ITEM_SPEC,1
二级预警,,,1,WARNING_LEVEL_LOV,1
云南省,,,1,PROVINCE_CD,1
云南省临沧市,,,1,CITY_CD,1
云南省丽江市,,,1,CITY_CD,1
云南省保山市,,,1,CITY_CD,1
云南省大理白族自治州,,,1,CITY_CD,1
云南省德宏傣族景颇族自治州,,,1,CITY_CD,1
云南省怒江傈僳族自治州,,,1,CITY_CD,1
云南省文山壮族苗族自治州,,,1,CITY_CD,1
云南省昆明市,,,1,CITY_CD,1
云南省昭通市,,,1,CITY_CD,1
云南省普洱市,,,1,CITY_CD,1
云南省曲靖市,,,1,CITY_CD,1
云南省楚雄彝族自治州,,,1,CITY_CD,1
云南省玉溪市,,,1,CITY_CD,1
云南省红河哈尼族彝族自治州,,,1,CITY_CD,1
云南省西双版纳傣族自治州,,,1,CITY_CD,1
云南省迪庆藏族自治州,,,1,CITY_CD,1
五号堆取料机,,,1,OPERATE_MACHINE,1
五座双膛窑,,,2,SCH_PROC_CD,2
交接库,,,1,SLAB_YARD_CD,1
交期替代申请,납기대체요청,,1,ABNR_REASON_CD,1
交货方式,,,1,EXTRA_PRICE_ITEM,1
交货错误,,Wrong Shipment,1,RTN_PROD_REASON_CD,1
产出,,,1,ITEM_TYPE_LOV,1
产出量,,output,1,IR_CHE_IO_TY,1
产品充当,,,1,JDG_REQ_GRD,1
产品充当/替代,,,1,RTN_PROC_REASON_CD,1
产品充当等待,,,1,PROG_CD,1
产品入库,,,1,JDG_REQ_GRD,1
产品再检查,,,1,RTN_PROC_REASON_CD,1
产品号,,PROD_NO,1,SQM_SEARCH_TEXT,1
产品尺寸/重量,,,1,RTN_PROC_REASON_CD,1
产品成分,제품분석성분,,1,SMS_PROD_CHEM_TY,1
产品成分偏差,제품성분허용차,,1,NATL_TOL_SPEC_TY,1
产品物理性能改判率,제품물리성능개판율,,1,ANAL_TY,1
产品研发实验室,제품연구개발시험실,,1,ANALYSIS PLACE CODE,1
产品试验,,,1,SMP_TP,1
产品退库等待,,,1,PROG_CD,1
产量,,,3,CHARTS_FIELD_LOV,3
亮点,,bright spot,1,APPR_DEF_CD,1
亮边,,Bright edge,1,APPR_DEF_CD,1
亮面,,,2,ORD_COAT_WGT_CD,2
人力资源考试机构,,,1,DEPT_CD,1
人力资源部测试系统1,,,1,DEPT_CD,1
人字型缺口,,,1,DWTT_CREAK_CD,1
仓库Full,창고Full,,1,ABNR_REASON_CD,1
仓库管理,,,1,ERP_LOC_GRP,1
付款方式,,,1,EXTRA_PRICE_ITEM,1
付款约定,,,1,EXTRA_PRICE_ITEM,1
付玉龙,,,1,DRIVER_NM,1
代码,,,1,JDGE_TYPE,1
代码+数值范围,,,1,JDGE_TYPE,1
代表其他,,,1,PLT_DIR_CD,1
代表品名,,Representative Item name,1,RM_MAN_ITEM_DESC_TY,1
代表在线 剪切,,,1,PLT_DIR_CD,1
代表火切,,,1,PLT_DIR_CD,1
代表热处理,,,1,PLT_DIR_CD,1
代运,,,1,DELV_COND_CD,1
件,,,1,UOM_CD,1
企业标准,기업표준,,1,NATL_SPEC_ORG_CD,1
优铁,,,1,SIS_YT_PT,1
传送带故障,,CONVEYOR BELT ERROR,1,FCE_REJECT_RSN,1
低位发热量,,,1,CHEM_CD,1
低倍实验室,저출력시험실,,1,ANALYSIS PLACE CODE,1
低倍测试,,,1,C_SGRG_KIND,1
低压蒸汽,,,1,ITEM_SPEC,1
低合金,,,1,PLAN_MECH,1
低合金板,,,1,ITEM_LTY,1
低合金结构钢,,,1,STEEL_TYPE,1
低合金钢,,,2,ORD_USAGE_GRP2,2
低硫原煤,,,1,ITEM_SPEC,1
低碳钢保护渣,,,1,MOLD_POWDER_TY,1
低碳钢振动曲线,,,1,MOLD_OSCIL_TY,1
低碳铬铁FeCr55C0.25CrⅡSiⅡPⅠSⅡ,,,1,ITEM_SPEC,1
低磷中碳锰铁FeMn78C2.0 SiⅠ,,,1,ITEM_SPEC,1
低磷低碳锰硅合金FeMn68Si16,,,1,ITEM_SPEC,1
低磷低碳锰硅合金FeMn70Si16,,,1,ITEM_SPEC,1
低级钢,,Metallics.Scrap,1,ITEM_SPEC,1
低铁,,Iron Ore.Fine,1,ITEM_SPEC,1
低铁低铝,,Iron Ore.Fine,1,ITEM_SPEC,1
低铁块矿,,Iron Ore.Lump,1,ITEM_SPEC,1
低铁高铝,,Iron Ore.Fine,1,ITEM_SPEC,1
余材,,,1,QLT_TRK_ABNR_ACTION_CD,1
作业区测试,,,1,DEPT_CD,1
作业待机,,At send production instruction to level-2,1,PLAN_HEAT_STS_CD,1
作业结束,,"At receipt working result(SMS), actual heat staus is 3(finish,SMS_HEAT)",1,PLAN_HEAT_STS_CD,1
使用-延伸率模式,,,3,CAL1_SPM_USE_TY,3
使用-轧制力模式,,,3,CAL1_SPM_USE_TY,3
供冷轧材料,,,1,ORDER_TYPE_GRP,1
供应商 ITEM,,Supply Item,1,RM_MAN_ITEM_DESC_TY,1
供电作业区变配电工变配电巡检,,,1,POSITION_CD,1
侧弯弯曲实绩,,,1,MECH_TEST_ITEM_CD,1
保卫,,,1,POSITION_CD,1
保存,,,1,ENERGY_STATE,1
保存,보상처리주문등록,,1,CLAIM_STS_CD,1
保留,,,2,JDG_TY,2
保留后措施,,,1,JDG_TY,1
保留措施,,,1,JDG_REQ_GRD,1
保留材,,,1,APPRD_GRD,1
保证炼钢成分,제강보증성분,,1,SMS_PROD_CHEM_TY,1
保证设计报错,,Assurance Qality Design Error,1,QLT_DSN_STS,1
信息化控制中心信息网络室业务经理,,,1,POSITION_CD,1
信息化控制中心信息网络室党支部书记,,,1,POSITION_CD,1
信息化控制中心冷轧运维区主管师,,,1,POSITION_CD,1
信息化控制中心副主任,,,1,POSITION_CD,1
信息化控制中心技术管理室专家,,,1,POSITION_CD,1
信用证,신용장,,1,PAY_TERMS,1
修改,,,1,PROC_TP,1
修改包装方法,,,1,RTN_PROC_REASON_CD,1
修改单重,,,1,RTN_PROC_REASON_CD,1
修改实绩,실적수정,,1,RTN_RLS_CD,1
修改订单,수정주문,,1,ABNR_REASON_CD,1
修磨,연마,,1,APPR_FIN_MTH_CD,1
修磨区域,연마구역,,1,PLT_WORK_ZONE_CD,1
倒垛,,,1,CLASSSIFICATION,1
值(mm),값(mm),,1,QLT_TOL_MIN_FOMULA,1
值(mm..),값(mm..),,1,QLT_TOL_MAX_FOMULA,1
值(um),,,1,QLT_TOL_MIN_FOMULA,1
值(um),값(um..),,1,QLT_TOL_MAX_FOMULA,1
偏析C类1.0以下，中心疏松0.5以下,,,1,SLAB_INQLT_REQ_TY,1
停,,,1,SQM_START_END,1
停车斑,,Due to stop the production caused by the spots,2,APPR_DEF_CD,1
储四朋,,,1,DRIVER_NM,1
允许,,,1,CAST_DIFF_STL_MIX_TY,1
元,,,1,UOM_CD,1
先进高强钢,,,1,PLAN_MECH,1
光整液斑迹,,Light liquid stains,1,APPR_DEF_CD,1
光谱化验室,,,1,SMP_TRANS_TY,1
"光面,Ra≤0.4μm,不镀锌",,,1,SURF_TREAT_CD,1
"光面,Ra≤0.4μm,小锌花",,,1,SURF_TREAT_CD,1
"光面,Ra≤0.4μm,正常锌花",,,1,SURF_TREAT_CD,1
"光面,Ra≤0.4μm,零锌花",,,1,SURF_TREAT_CD,1
克,,,1,UOM_CD,1
兑换现金,,,1,CLAIM_REQ_HNL_CD,1
党委常委,,,1,POSITION_CD,1
党委组织部/人力资源部综合与信息管理业务经理,,,1,POSITION_CD,1
入侧,,Entry,1,ENTRY_DELV_TY,1
入口,,,1,DESCPATTERN,1
入库,,,5,CLASSSIFICATION,5
入库,"입고,Inbound",,1,ROLL_PROG_CD,1
入库取消,,,1,YD_MAP_ENVENT,1
入库日,,,1,SEARCH_KEY,1
入港,입항,,1,RM_UNLOAD_PROG_TY,1
全体,,,1,ORD_USAGE,1
全厚度,,,1,SMP_THK_LOC,1
全天,,,1,CLASS_LOV,1
全部,,,1,CAP_CONFIRM,1
公司保证基准,회사표준,,1,QLT_DSN_STD_TY,1
公司领导,,,1,DEPT_CD,1
公路,,,1,TRNSF_MTH_CD,1
公辅,,,2,SCH_PLAN_PROJ_CD,1
公辅作业区,,,1,SMS_SUB_UNITS,1
公辅系统,,,1,SCH_PLAN_PROJ_CD,1
公辅除尘,,,1,SCH_PLAN_PROJ_CD,1
公铁联运,,,1,TRNSF_MTH_CD,1
六号堆取料机,,,1,OPERATE_MACHINE,1
共同设计报错,,Common Qality Design Error,1,QLT_DSN_STS,1
关联公司客户,,,1,CUST_KIND,1
关键工艺参数,,,1,SCR_INDICATOR_CATEGORY,1
其他,,,16,CHEM_REQ_PURPOSE_TY,16
其他,기타,,1,SPR_RJT_CAUSE_CD,1
其他产业1(Others1),,,1,ORD_USAGE_GRP1,1
其他产业2(Others2),,,1,ORD_USAGE_GRP1,1
其他信息,,,1,RTN_PROC_REASON_CD,1
其他原料,기타원료,,1,RM_SHIP_DIS_ITEM_TP_TY,1
其他原料-后处理溶液,Other Raw Materials(Post Treatment)_기타원료-후처리용액,,1,RM_USAGE_TY,1
其他原料-增碳剂,Other Raw Materials(Recarburizer)_기타원료-가탄제,,1,RM_USAGE_TY,1
其他原料-涂层剂,Other Raw Materials(Coating)_기타원료-코팅제,,1,RM_USAGE_TY,1
其他原料-熔剂,Other Raw Materials(Flux)_기타원료-용제,,1,RM_USAGE_TY,1
其他原料-脱硫剂,Other Raw Materials(Desulfurization)_기타원료-탈류제,,1,RM_USAGE_TY,1
其他原料-脱磷剂,Other Raw Materials(Dephosphorizing)_기타원료-탈린제,,1,RM_USAGE_TY,1
其他原料.后处理溶液,,Other Raw Materials.Post Treatment,1,CHEM_LVL2_CD,1
其他原料.增碳剂,,Other Raw Materials.Recarburizer,1,CHEM_LVL2_CD,1
其他原料.涂层剂,,Other Raw Materials.Coating,1,CHEM_LVL2_CD,1
其他原料.熔剂,,Other Raw Materials.Flux,1,CHEM_LVL2_CD,1
其他原料.脱硫剂,,Other Raw Materials.Desulfurization,1,CHEM_LVL2_CD,1
其他原料.脱磷剂,,Other Raw Materials.Dephosphorizing,1,CHEM_LVL2_CD,1
其他库,,,1,SLAB_YARD_CD,1
其他矿产,기타광물,,1,RM_SHIP_DIS_ITEM_TP_TY,1
其他矿产-白云石,Minerals(Dolomite)_기타광산물-백운석,,1,RM_USAGE_TY,1
其他矿产-石灰石,Minerals(Limestone)_기타광산물-석회석,,1,RM_USAGE_TY,1
其他矿产-硅石,Minerals(Silica)_기타광산물-규석,,1,RM_USAGE_TY,1
其他矿产-膨润土,Minerals(bentonite)_기타광산물-벤토나이트,,1,RM_USAGE_TY,1
其他矿产-萤石,Minerals(Fluorite)_기타광산물-형석,,1,RM_USAGE_TY,1
其他矿产-蛇纹岩,Minerals(Serpentine?)_기타광산물-사문암,,1,RM_USAGE_TY,1
其他矿产-钛矿,Minerals(Titanium Ore)_기타광산물-TI광,,1,RM_USAGE_TY,1
其他矿产-锰矿,Minerals(Mangan Ore)_기타광산물-망간광,,1,RM_USAGE_TY,1
其他矿产-镍矿,Minerals(Nickel ore)_기타광산물-NI류,,1,RM_USAGE_TY,1
其他矿产.白云石,,Minerals.Dolomite,1,CHEM_LVL2_CD,1
其他矿产.石灰石,,Minerals.Limestone,1,CHEM_LVL2_CD,1
其他矿产.石灰石.中块,,Limestone.Medium-Lump,1,CHEM_LVL3_CD,1
其他矿产.石灰石.小块,,Limestone.Small-Lump,1,CHEM_LVL3_CD,1
其他矿产.石灰石.炼钢生石灰,,Limestone.Quick Lime.SM,1,CHEM_LVL3_CD,1
其他矿产.石灰石.炼铁生石灰,,Limestone.Quick Lime.IM,1,CHEM_LVL3_CD,1
其他矿产.石灰石.炼铁粉,,Limestone.Fine,1,CHEM_LVL3_CD,1
其他矿产.石灰石.炼铁高品位生石灰,,Limestone.Quick Lime High Grade,1,CHEM_LVL3_CD,1
其他矿产.石灰石.烧结生石灰,,,1,CHEM_LVL3_CD,1
其他矿产.石灰石.生石灰,,Limestone.Quick Lime,1,CHEM_LVL3_CD,1
其他矿产.石灰石.粉,,Limestone.Fine Normal Grade,1,CHEM_LVL3_CD,1
其他矿产.石灰石.精炼生石灰,,,1,CHEM_LVL3_CD,1
其他矿产.石灰石.高品位中块,,Limestone.Medium Lump High Grade,1,CHEM_LVL3_CD,1
其他矿产.石灰石.高品位小块,,Limestone.Small-Lump High Grade,1,CHEM_LVL3_CD,1
其他矿产.石灰石.高品位粉,,Limestone.Fine High Grade,1,CHEM_LVL3_CD,1
其他矿产.硅石,,Minerals.Silica,1,CHEM_LVL2_CD,1
其他矿产.膨润土,,Minerals.bentonite,1,CHEM_LVL2_CD,1
其他矿产.萤石,,Minerals.Fluorite,1,CHEM_LVL2_CD,1
其他矿产.蛇纹石,,Minerals.Serpentine,1,CHEM_LVL2_CD,1
其他矿产.钛矿,,Minerals.Titanium Ore,1,CHEM_LVL2_CD,1
其他矿产.锰矿,,Minerals.Mangan Ore,1,CHEM_LVL2_CD,1
其他矿产.镍矿,,Minerals.Nickel ore,1,CHEM_LVL2_CD,1
其他矿产.高硅块（海南）,,Minerals.SilicaHigh,1,CHEM_LVL2_CD,1
其他缺陷,기타결함,,1,APPR_DEF_CD1,1
其他表面确认待挽救,,,1,HOLD_RSN_CD1,1
其他钢板,,,1,ITEM_LTY,1
其它,,,3,CTOD_SMP_TY,3
其它,,Non Ferro Metals.etc.,1,ITEM_SPEC,1
其它,,Others,1,STOP_CAUSE_CD,1
其它一,,,1,PLT_DIR_CD,1
其它二,,,1,PLT_DIR_CD,1
其它原因,,Other Reasons,1,RTN_PROD_REASON_CD,1
其它炼焦煤,,,1,ITEM_SPEC,1
内倒入库,,,1,YD_JL_MTL_TRANS_TYPES,1
内倒入库退回,,,1,YD_JL_MTL_TRANS_TYPES,1
内弯弯曲实绩,,,1,MECH_TEST_ITEM_CD,1
内指纹膜试验上表面重量实绩,,,1,MECH_TEST_ITEM_CD,1
内指纹膜试验下表面重量实绩,,,1,MECH_TEST_ITEM_CD,1
内水,,,1,CHEM_CD,1
内蒙古自治区,,,1,PROVINCE_CD,1
内蒙古自治区乌兰察布市,,,1,CITY_CD,1
内蒙古自治区乌海市,,,1,CITY_CD,1
内蒙古自治区兴安盟,,,1,CITY_CD,1
内蒙古自治区包头市,,,1,CITY_CD,1
内蒙古自治区呼伦贝尔市,,,1,CITY_CD,1
内蒙古自治区呼和浩特市,,,1,CITY_CD,1
内蒙古自治区巴彦淖尔市,,,1,CITY_CD,1
内蒙古自治区赤峰市,,,1,CITY_CD,1
内蒙古自治区通辽市,,,1,CITY_CD,1
内蒙古自治区鄂尔多斯市,,,1,CITY_CD,1
内蒙古自治区锡林郭勒盟,,,1,CITY_CD,1
内蒙古自治区阿拉善盟,,,1,CITY_CD,1
内贸,,,1,ORDER_TYPE_GRP,1
内贸赊销,,,1,PAY_MTH_CD,1
内部缺陷,내부결함,,1,APPR_DEF_CD1,1
内部角裂,,internal corner-crack,1,APPR_DEF_CD,1
内部转款,내부인수,,1,COLLECTION_TY,1
内部转款价（免贴息）,내부인수가 - 어음할인료면제,,1,PAY_TERMS,1
内部运输,,Internal Transportation,1,TRANS_TY,1
再作业,재작업,,1,RTN_RLS_CD,1
再出炉,,redischarge,1,FCE_CHARGE_FL,1
再加热材,,,1,SMP_UNGTH_CAU_TY,1
再处理,,,1,CLAIM_REQ_HNL_CD,1
再处理,,Reprocess,1,HOLD_ACTION_CD,1
再处理,재처리,,1,CLAIM_REWARD_TY,1
再处理+现金补偿,취소,,1,CLAIM_REWARD_TY,1
再热裂纹指数,,PSR,1,MECH_TEST_ITEM_CD,1
再生锌,,Non Ferro Metals.Zinc,1,ITEM_SPEC,1
再装炉,,recharge,1,FCE_CHARGE_FL,1
再轧制产业(Rerolling),,,1,ORD_USAGE_GRP1,1
冲击功实绩,,,5,MECH_TEST_ITEM_CD,1
冲击测试温度,,,1,IMPACT_TEMP,1
冲击试样侧膨胀值单值实绩1,,,5,MECH_TEST_ITEM_CD,1
冲击试样侧膨胀值单值实绩2,,,5,MECH_TEST_ITEM_CD,1
冲击试样侧膨胀值单值实绩3,,,5,MECH_TEST_ITEM_CD,1
冲击试样侧膨胀值平均值实绩,,,5,MECH_TEST_ITEM_CD,1
冲击试验,,,1,QLT_PHYTST_CD,1
冲击试验单个实绩1,,,5,MECH_TEST_ITEM_CD,1
冲击试验单个实绩2,,,5,MECH_TEST_ITEM_CD,1
冲击试验单个实绩3,,,5,MECH_TEST_ITEM_CD,1
冲击试验眼神断面率实绩,,,5,MECH_TEST_ITEM_CD,1
冲击试验眼神断面率实绩1,,,5,MECH_TEST_ITEM_CD,1
冲击试验眼神断面率实绩2,,,5,MECH_TEST_ITEM_CD,1
冲击试验眼神断面率实绩3,,,5,MECH_TEST_ITEM_CD,1
冲击追加试验1,,,1,QLT_PHYTST_CD,1
冲击追加试验2,,,1,QLT_PHYTST_CD,1
冲压用钢,,,2,ORD_USAGE_GRP2,2
冶炼分析中心,제련분석센타,,1,ANALYSIS PLACE CODE,1
冶金实验室,,,1,DEPT_CD,1
冶金焦,,,1,ITEM_SPEC,1
冷却剂,냉각제,,1,ITEM_SPEC,1
冷却区域 Full,냉각장 Full,,2,ABNR_REASON_CD,1
冷床,냉각대,,1,SPR_PROC_CD,1
冷成型用钢,,,2,ORD_USAGE_GRP2,2
冷测,,,1,SQM_TEST_T,1
冷矫作业区域,냉교정작업구역,,1,PLT_WORK_ZONE_CD,1
冷矫直,냉각교정,,1,APPR_FIN_MTH_CD,1
"冷轧 CAL,CGL 入口侧 仓库","냉연 PLTCM 출측, CAL, CGL 입측 창고",,1,WIP_INV_CD,1
冷轧D/C异常,냉연D/C이상,,1,ABNR_REASON_CD,1
"冷轧PPL, PLTCM 仓库","냉연PPL(소재, 제품), PLTCM소재 창고",,1,WIP_INV_CD,1
冷轧中央检验室,냉연시험실,,1,ANALYSIS PLACE CODE,1
冷轧中间库 （无人天车）,,YMS#3 L2,1,SYS_MODULE_CD,1
冷轧产品研究所,,,1,DEPT_CD,1
冷轧作业,,,1,ERP_LOC_GRP,1
冷轧其他,냉연기타,,1,ABNR_REASON_CD,1
冷轧冷硬废卷,,,1,ITEM_SPEC,1
冷轧冷硬板盒板,,,1,ITEM_SPEC,1
冷轧冷硬板盒板,,Base Metal/Scrap.CarbonSteel Scrap,1,ITEM_SPEC,1
冷轧冷硬特殊钢废卷,,Dross.Waste Roll,1,ITEM_SPEC,1
冷轧副产物仓库,,,1,MOVE_STORE,1
冷轧包装,,,2,ROUTING_CD,2
冷轧包装1,,,2,PROC_CD,2
冷轧包装2,,,2,PROC_CD,2
冷轧包装3,,,2,PROC_CD,2
